업소명,소재지(도로명),소재지(지번),소재지전화
덕기마라탕,"충청남도 천안시 동남구 병천면 가전7길 4, 1층","충청남도 천안시 동남구 병천면 가전리 179-1 외 3필지, 1층 ",
락카페앤푸드,"충청남도 천안시 동남구 명동길 47, 오렌지씨네스타 3층 3-2호 (대흥동)",충청남도 천안시 동남구 대흥동 102-10 오렌지씨네스타 3층 3-2호 ,
수제망치돈가스전문점,"충청남도 천안시 동남구 목천읍 충절로 1087, 1층",충청남도 천안시 동남구 목천읍 운전리 380 1층 ,041 -557 -2323
1990륭국집,"충청남도 천안시 동남구 먹거리10길 5, 1층 (신부동)",충청남도 천안시 동남구 신부동 455-6 1층 ,
교보정칼국수,"충청남도 천안시 동남구 원성4길 33, 1층 (원성동)",충청남도 천안시 동남구 원성동 476-14 1층 ,041 -555 -3955
아우내포차,"충청남도 천안시 동남구 병천면 아우내장터1길 12-9, 1층",충청남도 천안시 동남구 병천면 병천리 301-3 ,
미가생선구이,"충청남도 천안시 동남구 양지말2길 21, 1동 1층 (유량동)",충청남도 천안시 동남구 유량동 144-6 ,041 -566 -8833
버드피아,"충청남도 천안시 동남구 병천면 아우내1길 14, 1층",충청남도 천안시 동남구 병천면 병천리 159-2 1층 ,041 -558 -3767
천안에서짬뽕한그릇,"충청남도 천안시 동남구 청수10길 47, 1층 (삼룡동)",충청남도 천안시 동남구 삼룡동 446 ,041 -567 -1800
디어젠,"충청남도 천안시 동남구 신원3길 87, 1층 (신부동)",충청남도 천안시 동남구 신부동 498-5 1층 일부 ,
오자,"충청남도 천안시 동남구 옛시청길 1, 숙박시설1동 1층 (대흥동)",충청남도 천안시 동남구 대흥동 112-1 외 1필지 ,041 -555 -1049
시골보리밥,"충청남도 천안시 동남구 봉서10길 33, 1층 (봉명동, 신비주택)",충청남도 천안시 동남구 봉명동 443-2 1층 일부 ,
민희네꼬마김밥,"충청남도 천안시 동남구 터미널9길 22, 1층 (신부동)",충청남도 천안시 동남구 신부동 570 1층 일부 ,
한솥구성점,"충청남도 천안시 동남구 천안대로 483-8, 상가비동 1층 101호 (구성동, 신성미소지움아파트)",충청남도 천안시 동남구 구성동 259 외 2필지 ,
스테이엣아트,"충청남도 천안시 동남구 향교4길 33-15, 1층 (유량동)",충청남도 천안시 동남구 유량동 186-86 ,
수미네치킨,"충청남도 천안시 동남구 호서대길 5, 1층 (안서동)",충청남도 천안시 동남구 안서동 274 1층 ,
명성만두,"충청남도 천안시 동남구 영성로 52, 가동 1층 (영성동)",충청남도 천안시 동남구 영성동 47-24 ,
금빛참치,"충청남도 천안시 동남구 청수9로 15, 2층 201,203호 (청당동)",충청남도 천안시 동남구 청당동 493 ,041 -561 -0607
박씨물고온제비,"충청남도 천안시 동남구 먹거리11길 40, 1동 2층 (신부동)",충청남도 천안시 동남구 신부동 463-2 ,041 -555 -2867
최강해물손칼국수,"충청남도 천안시 동남구 태조산길 162, 1층 (유량동)",충청남도 천안시 동남구 유량동 121-1 ,
기와52,"충청남도 천안시 동남구 북면 충절로 1474-15, 1층",충청남도 천안시 동남구 북면 상동리 52-2 ,041 -622 -0052
자담치킨,"충청남도 천안시 동남구 용곡5길 37-6, 용곡동 우림필유 201동 지하2층 207호 (용곡동, 용곡우림필유아파트)",충청남도 천안시 동남구 용곡동 595 ,
웰빙남원추어탕,"충청남도 천안시 동남구 터미널4길 19, 1층 (신부동)",충청남도 천안시 동남구 신부동 707 ,
오대륙,"충청남도 천안시 동남구 문화1길 8, 1층 (문화동)",충청남도 천안시 동남구 문화동 70-8 ,
비비모스,"충청남도 천안시 동남구 성남면 약수로 130, 1층",충청남도 천안시 동남구 성남면 대정리 120 ,
처갓집양념치킨용곡점,"충청남도 천안시 동남구 용곡5길 39-4, 1층 107호 일부 (용곡동)",충청남도 천안시 동남구 용곡동 248-2 1층 107호 일부 ,
수궁다방,"충청남도 천안시 동남구 버들1길 20, 1층 (원성동)",충청남도 천안시 동남구 원성동 306-40 천안세탁 ,041 -575 -9545
무모한초밥(신방통정점),충청남도 천안시 동남구 통정11로 49 (신방동),충청남도 천안시 동남구 신방동 1545 ,041 -414 -8538
마디다,"충청남도 천안시 동남구 목천읍 성남로 37-1, 2층",충청남도 천안시 동남구 목천읍 천정리 108-46 ,041 -556 -6007
민물장어직판장장어왕,"충청남도 천안시 동남구 천안대로 540, 1층 (구성동)",충청남도 천안시 동남구 구성동 243-1 ,1661-5006-
맛있는갈비가,"충청남도 천안시 동남구 통정12로 20, 1층 (신방동)",충청남도 천안시 동남구 신방동 1059 1층 ,041 -558 -8337
미스터송테이블,"충청남도 천안시 동남구 신부2길 8-8, 1층 (신부동)",충청남도 천안시 동남구 신부동 475-2 1층 ,
남원추어탕,"충청남도 천안시 동남구 목천읍 천정1길 229, 1층",충청남도 천안시 동남구 목천읍 신계리 457-33 1층 ,041 -557 -8302
초밥이랑구이랑,"충청남도 천안시 동남구 목천읍 교천지산길 4, 2동 1층",충청남도 천안시 동남구 목천읍 신계리 320-3 2동 1층 ,
온,"충청남도 천안시 동남구 청수9로 47, 1층 (청당동)",충청남도 천안시 동남구 청당동 524 1층 ,041 -522 -0990
99포차,"충청남도 천안시 동남구 병천면 가전7길 4, 1층",충청남도 천안시 동남구 병천면 가전리 179-1 1층 ,
고기원칙청수법원점,"충청남도 천안시 동남구 청수9로 39, 1층 (청당동)",충청남도 천안시 동남구 청당동 515 1층 ,
지로스터,"충청남도 천안시 동남구 통정1로 20, 1층 (신방동)",충청남도 천안시 동남구 신방동 1194 1층 ,
전국구청당점,"충청남도 천안시 동남구 청수9로 39, 1층 (청당동)",충청남도 천안시 동남구 청당동 515 1층 ,
당산오돌천안신방점,"충청남도 천안시 동남구 수곡1길 12-8, 1층 (신방동)","충청남도 천안시 동남구 신방동 71-17 외2필지, 1층 ",
이슬람푸드,"충청남도 천안시 동남구 북면 충절로 1483, 1동 1층",충청남도 천안시 동남구 북면 상동리 46-1 1동 1층 ,041 -571 -7600
명가식당,"충청남도 천안시 동남구 중앙로 72, 1층 (오룡동)",충청남도 천안시 동남구 오룡동 62-5 1층 ,041 -554 -1717
아침산저녁바다청당점,"충청남도 천안시 동남구 청수14로 66, 1층 109, 110호 (청당동)","충청남도 천안시 동남구 청당동 486 1층 109,110호 ",041 -566 -0214
독가마안서점,"충청남도 천안시 동남구 각원사길 123, 1층 (안서동)",충청남도 천안시 동남구 안서동 281-4 1층 ,041 -567 -8686
명륜진사갈비신방점,"충청남도 천안시 동남구 서부대로 293, 2층 201호 (신방동)","충청남도 천안시 동남구 신방동 2-10 외 3필지, 2층 201호 ",041 -573 -8822
족발꾼,"충청남도 천안시 동남구 청수12로 5-37, 1층 (청당동)",충청남도 천안시 동남구 청당동 749 1층 ,
이찌방,"충청남도 천안시 동남구 터미널4길 36, 1층 (신부동, 대림홈오피스텔)",충청남도 천안시 동남구 신부동 669 1층 ,
짱날개,"충청남도 천안시 동남구 목천읍 목천안터1길 4, 1층","충청남도 천안시 동남구 목천읍 신계리 139-1 외2필지, 1층 ",041 -553 -9255
남해바다생선구이장어구이,"충청남도 천안시 동남구 신부10길 8, 1동 1층 (신부동)","충청남도 천안시 동남구 신부동 474-1 외 3필지, 1동 1층 ",041 -562 -8253
푸라닭천안청당점,"충청남도 천안시 동남구 청수9로 39, 1층 (청당동)",충청남도 천안시 동남구 청당동 515 1층 ,041 -565 -8809
고향식당,"충청남도 천안시 동남구 북면 충절로 1304, 1층",충청남도 천안시 동남구 북면 연춘리 112-2 1층 ,
고구려,"충청남도 천안시 동남구 무남길 10, 1층 (삼룡동)",충청남도 천안시 동남구 삼룡동 137-1 1층 ,
홍밀당떡볶이카페그루터기점,"충청남도 천안시 동남구 청수로 131, 1층 (구성동)",충청남도 천안시 동남구 구성동 313 1층 ,041 -522 -1588
맘스터치,"충청남도 천안시 동남구 풍세면 풍세산단로 18-16, 1층",충청남도 천안시 동남구 풍세면 보성리 580-59 1층 ,
유명장남원추어탕,"충청남도 천안시 동남구 영성로 52, 1층 (영성동)",충청남도 천안시 동남구 영성동 47-25 1층 ,041 -523 -5050
별이 빛나는 밤에,"충청남도 천안시 동남구 목천읍 삼성5길 62, 1층 119호",충청남도 천안시 동남구 목천읍 응원리 241-32 119호,
써니수제도넛,"충청남도 천안시 동남구 통정3로 63, 1층 (신방동)",충청남도 천안시 동남구 신방동 1144 1층 ,041 -577 -1912
어쩌다무한리필,"충청남도 천안시 동남구 중암샛길 21, 2층 (안서동)","충청남도 천안시 동남구 안서동 308-16 외 1필지, 2층 ",
골목집포장마차,"충청남도 천안시 동남구 사직로 26-1, 5동 1층 (사직동)",충청남도 천안시 동남구 사직동 167-1 1층 5동 ,041 -554 -9647
나무아래카페,"충청남도 천안시 동남구 삼룡3길 6, 1층 (삼룡동)",충청남도 천안시 동남구 삼룡동 330-9 1층 ,041 -417 -7200
에스에스쥐푸드,"충청남도 천안시 동남구 용곡2길 95, 1층 103호 (용곡동)",충청남도 천안시 동남구 용곡동 257 1층 103호,
팔도회관,"충청남도 천안시 동남구 문암로 66, 1층 (안서동)",충청남도 천안시 동남구 안서동 387-4 1층 ,
몬스터,"충청남도 천안시 동남구 문암로 74-4, 지하1층 (안서동)",충청남도 천안시 동남구 안서동 384 지하1층 ,
동대문엽기떡볶이천안안서점,"충청남도 천안시 동남구 문암1길 71, 1층 (안서동)","충청남도 천안시 동남구 안서동 526-117 외 1필지, 1층 ",041 -564 -8401
193커피,"충청남도 천안시 동남구 풍세로 769-33, 1동 1층 102호 (신방동)","충청남도 천안시 동남구 신방동 193 외1필지, 1동 1층 102호 ",041 -575 -1930
대박생불고기,"충청남도 천안시 동남구 원성16길 16, 1층 (원성동)",충청남도 천안시 동남구 원성동 474-1 1층 ,041 -554 -0528
카페더반,"충청남도 천안시 동남구 호서대길 110, 1층 (유량동)",충청남도 천안시 동남구 유량동 7-1 1층 ,
2도비어,"충청남도 천안시 동남구 청수11로 18, 1층 107호 (청당동)",충청남도 천안시 동남구 청당동 513 1층 107호 ,
내사랑포차,"충청남도 천안시 동남구 원성2교길 40, 1층 (원성동)",충청남도 천안시 동남구 원성동 548-3 1층 ,
한식당,"충청남도 천안시 동남구 태조산길 120-6, 1층 (유량동)",충청남도 천안시 동남구 유량동 284 이영한씨건물 1동 1층 ,041 -522 -1971
파삼672,"충청남도 천안시 동남구 신부1길 12, 1층 (신부동)",충청남도 천안시 동남구 신부동 83-8 ,
목천당구장,"충청남도 천안시 동남구 목천읍 충절로 905, 4동 1층",충청남도 천안시 동남구 목천읍 신계리 166-53 4동 1층 ,
양심마니청당점,"충청남도 천안시 동남구 청수11로 13-21, 1층 104호 (청당동)",충청남도 천안시 동남구 청당동 494 1층 104호,041 -563 -0060
일단와봐유,"충청남도 천안시 동남구 수선정길 22-1, 1층 (영성동)",충청남도 천안시 동남구 영성동 52-7 1층 ,
친구네집,"충청남도 천안시 동남구 통정9로 50, 1층 101호 (신방동)",충청남도 천안시 동남구 신방동 1912 1층 101호,
러우쟈머앤마라탕,"충청남도 천안시 동남구 먹거리3길 16, 1층 (신부동)",충청남도 천안시 동남구 신부동 457-4 1층 ,
이선생도시어장,"충청남도 천안시 동남구 통정9로 50, 1층 104호 (신방동)",충청남도 천안시 동남구 신방동 1912 1층 104호,
가야칡냉면,"충청남도 천안시 동남구 병천면 충절로 1771, 1층",충청남도 천안시 동남구 병천면 병천리 87-3 1층 ,041 -568 -1127
뜨밥야식,"충청남도 천안시 동남구 우영1길 10, 자동 1층 103호 (봉명동, 우영아파트)",충청남도 천안시 동남구 봉명동 9 우영아파트 자동 1층 103호,
다나호프,"충청남도 천안시 동남구 대흥로 133, 1층 (사직동)",충청남도 천안시 동남구 사직동 248-2 1층 ,
로라방앗간천안신부점,"충청남도 천안시 동남구 신원3길 68, 1층 (신부동)",충청남도 천안시 동남구 신부동 508-2 1층 ,
택이네조개전골칼국수,"충청남도 천안시 동남구 청수5로 9, 1층 (청당동)",충청남도 천안시 동남구 청당동 505 1층 ,
속초본닭강정,"충청남도 천안시 동남구 통정10로 43-22, 1층 101호 (신방동)",충청남도 천안시 동남구 신방동 1902 1층 101호,
들국화실비집,"충청남도 천안시 동남구 먹거리9길 28-1, 2층 (신부동)",충청남도 천안시 동남구 신부동 465-20 2층 ,
베이징청수법원점,"충청남도 천안시 동남구 청수11로 11, 2층 (청당동)",충청남도 천안시 동남구 청당동 497 2층 ,041 -558 -8292
동산갈비탕,"충청남도 천안시 동남구 동면 동산1길 73, 1층",충청남도 천안시 동남구 동면 동산리 532-2 1층 ,
엠에스푸드마켓,"충청남도 천안시 동남구 청수15길 5-18, 1층 (청수동)",충청남도 천안시 동남구 청수동 304 1층 ,
권구성순대국밥구룡점,"충청남도 천안시 동남구 목천읍 천안대로 213, 1층",충청남도 천안시 동남구 목천읍 삼성리 214 1층 ,
자연촌,"충청남도 천안시 동남구 목천읍 충절로 801-5, 1층",충청남도 천안시 동남구 목천읍 신계리 390-4 1층 ,041 -554 -3389
신부덮밥,"충청남도 천안시 동남구 만남로 9, 1층 105호 (신부동)",충청남도 천안시 동남구 신부동 966 1층 105호,041 -558 -5551
주민상회청수점,"충청남도 천안시 동남구 청수15길 5-32, 1층 (청수동)",충청남도 천안시 동남구 청수동 316 1층 ,
우림가든,"충청남도 천안시 동남구 광덕면 해수길 156, 1층",충청남도 천안시 동남구 광덕면 광덕리 704-1 1층 ,041 -572 -5292
제육볶음석갈비,"충청남도 천안시 동남구 목천읍 목천안터1길 4, 1층","충청남도 천안시 동남구 목천읍 신계리 139-1 외 2필지, 1층 ",
넙딱집,"충청남도 천안시 동남구 터미널4길 20, 1층 (신부동)",충청남도 천안시 동남구 신부동 698 1층 ,
소고기쌀국수,"충청남도 천안시 동남구 방죽안1길 17-3, 1층 (신부동)","충청남도 천안시 동남구 신부동 321-27 외1필지, 1층 ",
기린더푸디스트,"충청남도 천안시 동남구 청수10길 4-7, 1층 (청당동)",충청남도 천안시 동남구 청당동 912 1층 ,041 -562 -7161
상무초밥천안점,"충청남도 천안시 동남구 만남로 6, 1층 (신부동)","충청남도 천안시 동남구 신부동 451-1 1층 1022~1027, 1037~1043, 1069~1073, 1078~1082, 1109~1116, 11 39~1143호동 ",041 -569 -3533
